ID,smiles,density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,BDE
PIWDUU,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2,1.2156,3.356,3.9,0.664,0.749,1128,-325.7,223.2
XIXKUK,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,1.3573,4.985,9.3,2.694,2.162,802,-215.7,235.0
ZUVQEO,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-],1.4129,4.742,8.7,3.1,1.683,542,-428.2,265.5
SIMYIX,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2,1.3184,4.456,7.3,2.902,1.596,550,-140.3,309.1
XOYYOA,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C,1.4275,4.917,9.4,2.593,1.824,703,11.6,297.5
SEDTUQ03,NC(=C([N+](=O)[O-])[N+](=O)[O-])N,1.8935,8.775,35.9,5.351,4.049,756,-86.4,285.0
DOKYEH,[O-][N+](=O)c1ccccc1NN=C(c1ccccc1)c1ccccc1,1.2904,3.763,5.1,1.97,1.252,635,140.9,307.2
MEDNIU,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C,1.6207,5.726,13.9,3.186,1.751,549,-624.1,261.1
EZAYAF,C#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-],1.4129,4.379,7.4,2.554,1.425,557,-7.7,301.1
QQQFNG02,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N,1.6276,6.497,17.9,4.467,2.596,581,-83.8,296.6
UQACAR,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C,1.467,5.143,10.5,2.706,1.79,661,-326.1,304.7
DOKSIG,CC(=O)N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C,1.3471,4.733,8.4,2.438,1.729,709,-186.8,294.2
DACZIT,[O-][N+](=O)C[C@@H](c1ccccc1)CC(=O)c1ccccn1,1.2944,3.901,5.5,1.822,1.209,663,-233.5,228.7
XIRQUM,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC,1.4943,5.07,10.3,2.841,1.549,545,-776.3,291.8
JEMWII,COc1ccccc1C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccccc1OC,1.4186,4.888,9.3,3.466,1.881,542,-307.6,229.3
ZAPKOS,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],1.4729,4.62,8.5,2.521,1.386,550,-249.1,287.3
RIRMAH,[O-][N+](=O)c1ccc(c(c1)N)N,1.5185,5.497,12.3,2.719,1.99,731,-67.6,309.0
WINJAF,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6567,6.552,18.4,4.768,2.524,529,-69.9,271.7
CACNIG,[O-][N+](=O)c1ccccc1[C@H](Cc1cnc(o1)c1ccccc1)O,1.3523,4.026,6.1,2.071,1.197,577,-325.3,279.5
TEBHAJ,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-],1.5282,5.325,11.6,4.129,1.909,462,-23.8,266.3
ZIKKUZ,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O,1.6418,6.285,16.9,4.081,2.224,545,-395.3,253.3
LOLFEX,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],1.6566,7.548,24.5,4.99,3.783,758,-208.3,168.1
MABZNA02,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C,1.3275,4.105,6.2,1.87,1.401,749,19.6,303.5
KUFLUU01,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-],1.41,4.424,7.5,2.433,1.402,576,-305.7,289.6
HEVZOZ,O=C([C@@H](NC(=O)C(C)(C)C)C)Nc1cccc(c1)[N+](=O)[O-],1.2534,3.665,4.8,0.948,0.797,840,-689.7,290.8
HASHAK,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@]1([C@H]2[C@]3([C@H]41)[N+](=O)[O-])[N+](=O)[O-],1.7377,7.557,25.3,7.045,3.796,538,388.8,246.3
PIPWOA,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-],1.3978,4.508,7.8,2.328,1.593,684,49.6,303.1
REBLER,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1,1.4141,4.164,6.7,2.102,1.224,582,2.0,290.2
RAKNAT,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C,1.3266,4.286,6.8,1.848,1.52,822,-30.9,278.9
OMOBOH,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.4636,5.237,10.9,3.329,1.864,559,-388.9,247.0
SAWMUA,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O,1.7225,6.7,19.8,4.355,2.3,528,-348.9,278.3
DIMNAN03,CN(c1ccc(cc1)[N+](=O)[O-])C,1.3622,4.842,8.8,2.465,1.995,809,-74.5,312.0
TNITAN,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-],1.8607,8.268,31.5,5.895,3.507,594,-33.7,204.5
NEDSEU,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-],1.4161,5.668,12.4,3.454,2.725,789,-183.4,226.0
HOCVEA,O=C1C(=O)c2cccc(c2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-],1.6828,5.402,12.7,3.62,1.496,413,-238.9,230.2
LORNAI,N#CCc1cccc(c1C)[N+](=O)[O-],1.3479,4.61,7.9,2.889,1.838,636,24.8,270.0
SEKGUL,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C,1.143,3.429,3.9,0.633,0.701,1108,-597.9,211.8
UHOPIQ,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C,1.3372,4.121,6.3,1.993,1.248,626,-397.5,300.6
TIJPEI,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1,1.582,4.892,10.0,3.161,1.469,464,36.3,285.8
NAPHUK,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-],1.5556,7.154,21.1,6.063,3.772,622,-5.4,278.1
PIGSUV,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],1.8275,7.922,28.6,5.379,3.246,603,63.9,253.0
KIKNEY,NNc1n(C)nc(c1[N+](=O)[O-])C,1.4822,6.35,16.1,3.36,3.08,916,91.0,353.1
LIJQEB,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-],1.3751,3.919,5.8,2.209,1.198,542,154.8,295.9
VEDYEL,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C,1.2817,4.094,6.0,2.023,1.456,719,-96.3,295.1
PAVVEN,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-],1.4605,4.748,8.9,2.296,1.479,644,-571.2,276.0
KAJFAD,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1,1.4571,5.809,13.3,3.686,2.706,734,-51.0,296.6
HOWJEI,[O-][N+](=O)[C@@H]1C[C@H](C[C@H](C21OCCO2)[N+](=O)[O-])[N+](=O)[O-],1.5477,6.585,17.8,4.365,2.912,667,-616.0,209.6
ZZZFYW01,[O-][N+](=O)c1ccccc1[N+](=O)[O-],1.573,6.372,16.9,5.042,2.689,533,-31.3,244.8
TELWIQ,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-],1.3586,4.731,8.4,2.427,1.766,727,-295.1,292.9
SAHLEU,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-],1.4308,4.282,7.1,2.201,1.146,520,-399.8,286.8
MOTJOU,COc1ccc(cc1)N([N+](=O)[O-])C,1.3627,5.162,10.0,3.112,2.297,738,-159.1,119.1
GAWBOW,CCOc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O,1.3984,4.527,7.9,2.231,1.493,669,-296.0,310.2
QONRUI,[O-][N+](=O)N(CO)C,1.5315,7.131,20.8,4.452,3.762,844,-255.2,
DEYRUV,C/C(=N\c1cc(C)cc(c1)C)/c1ccc(cc1)[N+](=O)[O-],1.2227,3.539,4.3,1.475,1.109,751,-88.4,292.4
XICKUQ,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.5017,5.645,12.8,4.315,2.31,535,57.1,240.6
EKAJAD,[O-][N+](=O)c1ccc(cc1)C1=NO[C@H]2[C@@H]1Cc1c2cccc1,1.4205,4.252,7.0,2.552,1.429,559,-10.9,293.6
NOTRAP,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-],1.3709,4.089,6.3,1.521,1.04,683,-569.0,291.6
DARWAX,[O-][N+](=O)c1cc(ccc1C(=O)c1ccccn1)[N+](=O)[O-],1.5292,5.309,11.5,3.766,1.776,471,-115.5,252.5
HACLEE,[O-][N+](=O)c1ccc2n(c1=O)C[C@@H]1C[C@H]2CNC1,1.5038,4.897,9.7,2.036,1.552,762,-247.1,283.2
XOZZAP,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1,1.3346,4.602,7.9,3.017,1.84,609,49.9,294.9
XAHZIS,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.5762,6.198,16.0,4.8,2.43,506,-148.8,241.1
CUNVAI,CC(=O)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C,1.5164,5.777,13.5,3.985,2.348,589,-151.8,292.5
RIZGUD,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-],1.5316,5.589,12.8,4.04,2.183,540,-40.4,298.2
TEFVEG,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C,1.4244,4.373,7.4,2.527,1.219,482,-388.2,291.0
